0003:3:Appingedam:18:Groningen:2:Delfzijl en omgeving:20:Delfzijl en omgeving:200:Delfzijl en omgeving:111:GGD Groningen:2003:Oostelijke Bouwstreek in Groningen:2:Veenkoloniën en Oldambt:1:Noord-Nederland:20:GR:Groningen:5:Leeuwarden:1:Noord-Groningen:0:Niet van toepassing:1:Groningen:2:Noord-Groningen en Eemsmond:12019:252459:593282
0005:5:Bedum:18:Groningen:3:Overig Groningen:30:Overig Groningen:300:Overig Groningen:111:GGD Groningen:2002:Centraal Weidegebied in Groningen:3:Noordelijk Weidegebied:1:Noord-Nederland:20:GR:Groningen:5:Leeuwarden:1:Noord-Groningen:1:Groningen:1:Groningen:2:Noord-Groningen en Eemsmond:10550:235677:590494
0007:7:Bellingwedde:18:Groningen:1:Oost-Groningen:10:Oost-Groningen:100:Oost-Groningen:111:GGD Groningen:2003:Oostelijke Bouwstreek in Groningen:2:Veenkoloniën en Oldambt:1:Noord-Nederland:20:GR:Groningen:5:Leeuwarden:2:Oost-Groningen:0:Niet van toepassing:1:Groningen:1:Oost-Groningen:8996:271137:569373
0009:9:Ten Boer:18:Groningen:3:Overig Groningen:30:Overig Groningen:300:Overig Groningen:111:GGD Groningen:2002:Centraal Weidegebied in Groningen:3:Noordelijk Weidegebied:1:Noord-Nederland:20:GR:Groningen:5:Leeuwarden:1:Noord-Groningen:1:Groningen:1:Groningen:2:Noord-Groningen en Eemsmond:7501:241992:588822
0010:10:Delfzijl:18:Groningen:2:Delfzijl en omgeving:20:Delfzijl en omgeving:200:Delfzijl en omgeving:111:GGD Groningen:2003:Oostelijke Bouwstreek in Groningen:2:Veenkoloniën en Oldambt:1:Noord-Nederland:20:GR:Groningen:5:Leeuwarden:1:Noord-Groningen:0:Niet van toepassing:1:Groningen:2:Noord-Groningen en Eemsmond:26029:257784:593727
0014:14:Groningen:18:Groningen:3:Overig Groningen:30:Overig Groningen:300:Overig Groningen:111:GGD Groningen:2002:Centraal Weidegebied in Groningen:3:Noordelijk Weidegebied:1:Noord-Nederland:20:GR:Groningen:5:Leeuwarden:3:Centraal-Groningen:1:Groningen:1:Groningen:3:Centraal en westelijk Groningen:195405:233557:582378
0015:15:Grootegast:18:Groningen:3:Overig Groningen:30:Overig Groningen:300:Overig Groningen:111:GGD Groningen:2005:Groninger zuidelijk Westerkwartier:3:Noordelijk Weidegebied:1:Noord-Nederland:20:GR:Groningen:5:Leeuwarden:3:Centraal-Groningen:0:Niet van toepassing:1:Groningen:3:Centraal en westelijk Groningen:12220:214194:580589
0017:17:Haren:18:Groningen:3:Overig Groningen:30:Overig Groningen:300:Overig Groningen:111:GGD Groningen:2002:Centraal Weidegebied in Groningen:3:Noordelijk Weidegebied:1:Noord-Nederland:20:GR:Groningen:5:Leeuwarden:3:Centraal-Groningen:1:Groningen:1:Groningen:3:Centraal en westelijk Groningen:18646:238203:574923
0018:18:Hoogezand-Sappemeer:18:Groningen:3:Overig Groningen:30:Overig Groningen:300:Overig Groningen:111:GGD Groningen:2004:Westerwolde en Groninger Veenkoloniën:2:Veenkoloniën en Oldambt:1:Noord-Nederland:20:GR:Groningen:5:Leeuwarden:3:Centraal-Groningen:0:Niet van toepassing:1:Groningen:3:Centraal en westelijk Groningen:34522:245961:574258
0022:22:Leek:18:Groningen:3:Overig Groningen:30:Overig Groningen:300:Overig Groningen:111:GGD Groningen:2005:Groninger zuidelijk Westerkwartier:3:Noordelijk Weidegebied:1:Noord-Nederland:20:GR:Groningen:5:Leeuwarden:3:Centraal-Groningen:1:Groningen:1:Groningen:3:Centraal en westelijk Groningen:19606:220677:575626
